ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,34.25,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2013,56,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2013,35.45,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2014,57.9,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2014,36.55,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2015,62.7,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2015,37.35,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,59.85,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,37.35,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,59.1,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,38.15,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,59.15,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Canada,Mean nominal hourly labour cost per employee by economic activity (local currency),CAN - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,39.45,,,Currency: CAN - Canadian Dollar (CAD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Switzerland,Mean nominal hourly labour cost per employee by economic activity (local currency),CHE - ES - Statistique de l'Emploi,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,52.3523,,,Currency: CHE - Swiss franc (CHF) | Job coverage: Nonstandard job coverage | Working time arrangement coverage: Full-time and part time workers,"Data reference period: October | Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Excluding local jurisdictions | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees"
Switzerland,Mean nominal hourly labour cost per employee by economic activity (local currency),CHE - ES - Statistique de l'Emploi,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,53.9887,,,Currency: CHE - Swiss franc (CHF) | Job coverage: Nonstandard job coverage | Working time arrangement coverage: Full-time and part time workers,"Data reference period: October | Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Excluding local jurisdictions | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees"
Switzerland,Mean nominal hourly labour cost per employee by economic activity (local currency),CHE - ES - Statistique de l'Emploi,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,55.4,,,Currency: CHE - Swiss franc (CHF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Switzerland,Mean nominal hourly labour cost per employee by economic activity (local currency),CHE - ES - Statistique de l'Emploi,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,60.1,,,Currency: CHE - Swiss franc (CHF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Switzerland,Mean nominal hourly labour cost per employee by economic activity (local currency),CHE - ES - Statistique de l'Emploi,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2014,54.6,,,Currency: CHE - Swiss franc (CHF) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: October | Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Excluding local jurisdictions | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees | System of national accounts: 2008 SNA"
Switzerland,Mean nominal hourly labour cost per employee by economic activity (local currency),CHE - ES - Statistique de l'Emploi,Economic activity (ISIC-Rev.4): C. Manufacturing,2014,57.84,,,Currency: CHE - Swiss franc (CHF) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: October | Geographical coverage: Total national, excluding some areas | Institutional sector coverage: Excluding local jurisdictions | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 3 employees | System of national accounts: 2008 SNA"
Switzerland,Mean nominal hourly labour cost per employee by economic activity (local currency),CHE - ES - Statistique de l'Emploi,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,58.6,,,Currency: CHE - Swiss franc (CHF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Switzerland,Mean nominal hourly labour cost per employee by economic activity (local currency),CHE - ES - Statistique de l'Emploi,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,59.1,,,Currency: CHE - Swiss franc (CHF),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Chile,Mean nominal hourly labour cost per employee by economic activity (local currency),CHL - ES - Índice de Remuneraciones y Costo de la Mano de Obra,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,7798.8672106,,,Currency: CHL - Chilean peso (CLP) | Central tendency measure: Weighted mean | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised,"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
Chile,Mean nominal hourly labour cost per employee by economic activity (local currency),CHL - ES - Índice de Remuneraciones y Costo de la Mano de Obra,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,5045.7192715,,,Currency: CHL - Chilean peso (CLP) | Central tendency measure: Weighted mean | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised,"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
Chile,Mean nominal hourly labour cost per employee by economic activity (local currency),CHL - ES - Índice de Remuneraciones y Costo de la Mano de Obra,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,7956.8,,,Currency: CHL - Chilean peso (CLP) | Central tendency measure: Weighted mean | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised,"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
Chile,Mean nominal hourly labour cost per employee by economic activity (local currency),CHL - ES - Índice de Remuneraciones y Costo de la Mano de Obra,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,5331.09,,,Currency: CHL - Chilean peso (CLP) | Central tendency measure: Weighted mean | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised,"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
Chile,Mean nominal hourly labour cost per employee by economic activity (local currency),CHL - ES - Índice de Remuneraciones y Costo de la Mano de Obra,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,8118.53,,,Currency: CHL - Chilean peso (CLP) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
Chile,Mean nominal hourly labour cost per employee by economic activity (local currency),CHL - ES - Índice de Remuneraciones y Costo de la Mano de Obra,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,5643.97,,,Currency: CHL - Chilean peso (CLP) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
Costa Rica,Mean nominal hourly labour cost per employee by economic activity (local currency),CRI - LFS - Encuesta Continua de Empleo,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2015,1773,,,Currency: CRI - Colon (CRC) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Costa Rica,Mean nominal hourly labour cost per employee by economic activity (local currency),CRI - LFS - Encuesta Continua de Empleo,Economic activity (ISIC-Rev.4): C. Manufacturing,2015,2420,,,Currency: CRI - Colon (CRC) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Costa Rica,Mean nominal hourly labour cost per employee by economic activity (local currency),CRI - LFS - Encuesta Continua de Empleo,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,1782.38,,,Currency: CRI - Colon (CRC) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | System of national accounts: 1993 SNA
Costa Rica,Mean nominal hourly labour cost per employee by economic activity (local currency),CRI - LFS - Encuesta Continua de Empleo,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,2192.86,,,Currency: CRI - Colon (CRC) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | System of national accounts: 1993 SNA
Costa Rica,Mean nominal hourly labour cost per employee by economic activity (local currency),CRI - LFS - Encuesta Continua de Empleo,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,1664,,,Currency: CRI - Colon (CRC) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | System of national accounts: 1993 SNA
Costa Rica,Mean nominal hourly labour cost per employee by economic activity (local currency),CRI - LFS - Encuesta Continua de Empleo,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,2216,,,Currency: CRI - Colon (CRC) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | System of national accounts: 1993 SNA
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,18.3,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,11.8,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,17.7,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,12.1,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,18.1,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,12.3,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,16.4,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,12.2,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2013,14.6,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): C. Manufacturing,2013,11.8,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2014,14.8,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): C. Manufacturing,2014,11.8,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2015,15,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): C. Manufacturing,2015,11.8,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,16,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Mean nominal hourly labour cost per employee by economic activity (local currency),CYP - ADM-IR - Ministry of Labour and Social Insurance records,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,11.9,,,Currency: CYP - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,297.6491,,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,222.264,,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,314.058,,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,222.806,,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,327.42,,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,229.8,,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,341.9,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,243.1,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,336.2,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,275.7,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,361.1,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,298.9,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,378,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,324.3,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,393,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity (local currency),CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,346.2,,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,37.9,,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,33,,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,38.7,,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,33.1,,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,40.4,,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,34.3,,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,40.9,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,35,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,42.3,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,38.2,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,53.2,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,39.2,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,53.8,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity (local currency),DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,40.1,,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
