ref_area.label,indicator.label,source.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,12.99,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers,
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,17.46,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,12.42,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,13.76,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,11.28,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,15.45,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,12.79,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,17.4,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,14.92,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,17.14,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Czechia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,CZE - ES - Labour-related establishment survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,15.1,,Currency: CZE - Koruna (CZK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2009,52.86,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,46.03,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2010,51.31,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,43.88,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Economic activity coverage: Nonstandard economic activity coverage | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,56.23,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,47.74,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts | Establishment size coverage: All establishments with at least 10 employees | System of national accounts: 2008 SNA
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,52.55,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,44.97,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,46.82,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,42.28,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,60.1,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,44.28,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,63.54,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,47.36,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,62.47,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DEU - OE - Official Estimates,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,45.79,,Currency: DEU - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,67.36,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,51.72,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,56.6,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,48.01,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,49.93,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,53.78,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,71.79,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Denmark,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,DNK - ES - Monthly survey of industrial employment and labour costs,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,52.37,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Ecuador,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2013,21.09,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2013,10.73,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2014,6.49,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2014,2.78,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2015,5.36,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Ecuador,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,3.06,,Currency: ECU - United States dollar (USD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,Data reference period: December | System of national accounts: 2008 SNA
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,32.08,,Currency: ESP - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Data reference period: End of the year | System of national accounts: 1993 SNA
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,33.14,,Currency: ESP - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Data reference period: End of the year | System of national accounts: 1993 SNA
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,36.19,,Currency: ESP - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Data reference period: End of the year | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,29.23,,Currency: ESP - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Data reference period: End of the year | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,39.19,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,28.78,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,35.86,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,25.02,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,37.39,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,25.76,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,37.2,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,27.04,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,35.94,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,ESP - ES - Encuesta Anual de Coste Laboral,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,26.2,,Currency: ESP - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,13.7,,Currency: EST - Euro (EUR) | Working time arrangement coverage: Full-time equivalents,Institutional sector coverage: Public sector only | Establishment size coverage: All establishments with at least 50 employees | System of national accounts: 1993 SNA
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,10.05,,Currency: EST - Euro (EUR) | Working time arrangement coverage: Full-time equivalents,Institutional sector coverage: Public sector only | Establishment size coverage: All establishments with at least 50 employees | System of national accounts: 1993 SNA
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,10.54,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,14.39,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,11.4,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,15.82,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,12.43,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,17.71,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,13.82,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,18.36,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Estonia,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,EST - ES - Survey of Wages and Salaries,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,13.99,,Currency: EST - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2009,40.63,,Currency: FIN - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 10 employees
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,44.33,,Currency: FIN - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 10 employees
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2010,39.29,,Currency: FIN - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 10 employees
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,41.67,,Currency: FIN - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 10 employees
Finland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,FIN - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,43.09,,Currency: FIN - Euro (EUR) | Working time arrangement coverage: Full-time workers,Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 10 employees
